Latitude,Longitude,Name,Description
42.2,-87.72,94027,LakeMichigan
42.24,-87.72,94028,LakeMichigan
42.28,-87.76,94029,LakeMichigan
42.32,-87.76,94030,LakeMichigan
42.36,-87.76,94031,LakeMichigan
42.4,-87.76,94032,LakeMichigan
42.44,-87.72,94033,LakeMichigan
42.48,-87.72,94034,LakeMichigan
42.52,-87.76,94035,LakeMichigan
42.56,-87.76,94036,LakeMichigan
42.6,-87.76,94037,LakeMichigan
42.6,-87.72,94038,LakeMichigan
42.64,-87.72,94039,LakeMichigan
42.68,-87.72,94040,LakeMichigan
42.72,-87.72,94041,LakeMichigan
42.76,-87.72,94042,LakeMichigan
42.8,-87.68,94043,LakeMichigan
42.84,-87.72,94044,LakeMichigan
42.88,-87.72,94045,LakeMichigan
42.88,-87.76,94046,LakeMichigan
42.92,-87.76,94047,LakeMichigan
42.96,-87.76,94048,LakeMichigan
43,-87.8,94049,LakeMichigan
43.04,-87.8,94050,LakeMichigan
43.08,-87.8,94051,LakeMichigan
43.12,-87.8,94052,LakeMichigan
43.16,-87.8,94053,LakeMichigan
43.2,-87.84,94054,LakeMichigan
43.24,-87.84,94055,LakeMichigan
43.28,-87.84,94056,LakeMichigan
43.32,-87.8,94057,LakeMichigan
43.36,-87.8,94058,LakeMichigan
43.36,-87.76,94059,LakeMichigan
43.4,-87.76,94060,LakeMichigan
43.4,-87.72,94061,LakeMichigan
43.44,-87.72,94062,LakeMichigan
43.48,-87.72,94063,LakeMichigan
43.52,-87.72,94064,LakeMichigan
43.56,-87.72,94065,LakeMichigan
43.56,-87.68,94066,LakeMichigan
43.6,-87.68,94067,LakeMichigan
43.6,-87.64,94068,LakeMichigan
43.64,-87.64,94069,LakeMichigan
43.68,-87.64,94070,LakeMichigan
43.72,-87.64,94071,LakeMichigan
43.76,-87.64,94072,LakeMichigan
43.8,-87.64,94073,LakeMichigan
43.84,-87.64,94074,LakeMichigan
43.88,-87.64,94075,LakeMichigan
43.92,-87.64,94076,LakeMichigan
43.96,-87.64,94077,LakeMichigan
43.96,-87.6,94078,LakeMichigan
44,-87.6,94079,LakeMichigan
44.04,-87.6,94080,LakeMichigan
44.04,-87.56,94081,LakeMichigan
44.08,-87.56,94082,LakeMichigan
44.08,-87.52,94083,LakeMichigan
44.08,-87.48,94084,LakeMichigan
44.12,-87.48,94085,LakeMichigan
44.16,-87.48,94086,LakeMichigan
44.16,-87.44,94087,LakeMichigan
44.2,-87.44,94088,LakeMichigan
44.24,-87.44,94089,LakeMichigan
44.28,-87.44,94090,LakeMichigan
44.28,-87.48,94091,LakeMichigan
44.32,-87.48,94092,LakeMichigan
44.36,-87.44,94093,LakeMichigan
44.4,-87.44,94094,LakeMichigan
44.44,-87.44,94095,LakeMichigan
44.44,-87.4,94096,LakeMichigan
44.48,-87.4,94097,LakeMichigan
44.52,-87.4,94098,LakeMichigan
44.56,-87.4,94099,LakeMichigan
44.56,-87.36,94100,LakeMichigan
44.56,-87.32,94101,LakeMichigan
44.6,-87.32,94102,LakeMichigan
44.64,-87.32,94103,LakeMichigan
44.64,-87.28,94104,LakeMichigan
44.68,-87.28,94105,LakeMichigan
44.72,-87.28,94106,LakeMichigan
44.72,-87.24,94107,LakeMichigan
44.76,-87.24,94108,LakeMichigan
44.76,-87.2,94109,LakeMichigan
44.8,-87.2,94110,LakeMichigan
44.8,-87.16,94111,LakeMichigan
44.84,-87.16,94112,LakeMichigan
44.88,-87.12,94113,LakeMichigan
44.92,-87.12,94114,LakeMichigan
44.92,-87.08,94115,LakeMichigan
44.96,-87.08,94116,LakeMichigan
45,-87.08,94117,LakeMichigan
45,-87.04,94118,LakeMichigan
45.04,-87.04,94119,LakeMichigan
45.04,-87,94120,LakeMichigan
45.08,-87,94121,LakeMichigan
45.12,-87,94122,LakeMichigan
45.16,-86.96,94123,LakeMichigan
45.16,-86.92,94124,LakeMichigan
45.2,-86.92,94125,LakeMichigan
45.24,-86.92,94126,LakeMichigan
45.28,-86.92,94127,LakeMichigan
45.28,-86.88,94128,LakeMichigan
45.28,-86.84,94129,LakeMichigan
45.32,-86.8,94130,LakeMichigan
45.36,-86.8,94131,LakeMichigan
45.4,-86.76,94132,LakeMichigan
45.44,-86.84,94133,LakeMichigan
45.44,-86.88,94134,LakeMichigan
45.44,-86.92,94135,LakeMichigan
45.44,-86.96,94136,LakeMichigan
45.4,-87,94137,LakeMichigan
45.36,-87,94138,LakeMichigan
45.36,-87.04,94139,LakeMichigan
45.36,-87.08,94140,LakeMichigan
45.32,-87.12,94141,LakeMichigan
45.28,-87.12,94142,LakeMichigan
45.28,-87.16,94143,LakeMichigan
45.24,-87.2,94144,LakeMichigan
45.24,-87.24,94145,LakeMichigan
45.24,-87.28,94146,LakeMichigan
45.2,-87.28,94147,LakeMichigan
45.16,-87.28,94148,LakeMichigan
45.12,-87.32,94149,LakeMichigan
45.08,-87.32,94150,LakeMichigan
45.08,-87.36,94151,LakeMichigan
45.08,-87.4,94152,LakeMichigan
45.04,-87.4,94153,LakeMichigan
45.04,-87.44,94154,LakeMichigan
45,-87.44,94155,LakeMichigan
44.96,-87.44,94156,LakeMichigan
44.92,-87.48,94157,LakeMichigan
44.92,-87.52,94158,LakeMichigan
44.92,-87.56,94159,LakeMichigan
44.88,-87.64,94160,LakeMichigan
44.84,-87.68,94161,LakeMichigan
44.8,-87.72,94162,LakeMichigan
44.76,-87.76,94163,LakeMichigan
44.72,-87.8,94164,LakeMichigan
44.68,-87.8,94165,LakeMichigan
44.68,-87.84,94166,LakeMichigan
44.64,-87.88,94167,LakeMichigan
44.56,-87.96,94168,LakeMichigan
44.6,-87.96,94169,LakeMichigan
44.64,-87.92,94170,LakeMichigan
44.68,-87.92,94171,LakeMichigan
44.72,-87.92,94172,LakeMichigan
44.76,-87.88,94173,LakeMichigan
44.8,-87.88,94174,LakeMichigan
44.8,-87.84,94175,LakeMichigan
44.84,-87.8,94176,LakeMichigan
44.88,-87.76,94177,LakeMichigan
44.92,-87.76,94178,LakeMichigan
44.92,-87.72,94179,LakeMichigan
44.92,-87.68,94180,LakeMichigan
44.96,-87.6,94181,LakeMichigan
45,-87.56,94182,LakeMichigan
45.04,-87.56,94183,LakeMichigan
45.08,-87.52,94184,LakeMichigan
45.12,-87.56,94185,LakeMichigan
45.16,-87.52,94186,LakeMichigan
45.2,-87.48,94187,LakeMichigan
45.24,-87.44,94188,LakeMichigan
45.28,-87.4,94189,LakeMichigan
45.32,-87.36,94190,LakeMichigan
45.36,-87.32,94191,LakeMichigan
45.4,-87.28,94192,LakeMichigan
45.44,-87.28,94193,LakeMichigan
45.48,-87.24,94194,LakeMichigan
45.52,-87.2,94195,LakeMichigan
45.56,-87.2,94196,LakeMichigan
45.6,-87.16,94197,LakeMichigan
45.64,-87.12,94198,LakeMichigan
45.64,-87.08,94199,LakeMichigan
45.64,-87.04,94200,LakeMichigan
45.64,-87,94201,LakeMichigan
45.64,-86.96,94202,LakeMichigan
45.64,-86.92,94203,LakeMichigan
45.68,-86.88,94204,LakeMichigan
45.68,-86.84,94205,LakeMichigan
45.72,-86.8,94206,LakeMichigan
45.76,-86.76,94207,LakeMichigan
45.8,-86.72,94208,LakeMichigan
45.8,-86.68,94209,LakeMichigan
45.76,-86.68,94210,LakeMichigan
45.72,-86.72,94211,LakeMichigan
45.68,-86.76,94212,LakeMichigan
45.64,-86.76,94213,LakeMichigan
45.6,-86.76,94214,LakeMichigan
45.56,-86.76,94215,LakeMichigan
45.56,-86.72,94216,LakeMichigan
45.48,-86.68,94217,LakeMichigan
45.48,-86.64,94218,LakeMichigan
45.48,-86.6,94219,LakeMichigan
45.48,-86.56,94220,LakeMichigan
45.52,-86.56,94221,LakeMichigan
45.56,-86.56,94222,LakeMichigan
45.6,-86.52,94223,LakeMichigan
45.64,-86.52,94224,LakeMichigan
45.64,-86.48,94225,LakeMichigan
45.68,-86.48,94226,LakeMichigan
45.68,-86.44,94227,LakeMichigan
45.72,-86.44,94228,LakeMichigan
45.72,-86.4,94229,LakeMichigan
45.72,-86.36,94230,LakeMichigan
45.72,-86.32,94231,LakeMichigan
45.72,-86.28,94232,LakeMichigan
45.76,-86.28,94233,LakeMichigan
45.8,-86.28,94234,LakeMichigan
45.84,-86.28,94235,LakeMichigan
45.84,-86.24,94236,LakeMichigan
45.88,-86.24,94237,LakeMichigan
45.88,-86.2,94238,LakeMichigan
45.88,-86.16,94239,LakeMichigan
45.88,-86.12,94240,LakeMichigan
45.88,-86.08,94241,LakeMichigan
45.88,-86.04,94242,LakeMichigan
45.88,-86,94243,LakeMichigan
45.88,-85.96,94244,LakeMichigan
45.88,-85.92,94245,LakeMichigan
45.88,-85.88,94246,LakeMichigan
45.88,-85.84,94247,LakeMichigan
45.92,-85.84,94248,LakeMichigan
45.92,-85.8,94249,LakeMichigan
45.92,-85.76,94250,LakeMichigan
45.92,-85.72,94251,LakeMichigan
45.92,-85.68,94252,LakeMichigan
45.92,-85.64,94253,LakeMichigan
45.92,-85.6,94254,LakeMichigan
45.92,-85.56,94255,LakeMichigan
45.96,-85.56,94256,LakeMichigan
45.96,-85.52,94257,LakeMichigan
46,-85.52,94258,LakeMichigan
46,-85.48,94259,LakeMichigan
46.04,-85.48,94260,LakeMichigan
46.04,-85.44,94261,LakeMichigan
46.04,-85.4,94262,LakeMichigan
46.04,-85.36,94263,LakeMichigan
46,-85.36,94264,LakeMichigan
46,-85.32,94265,LakeMichigan
46,-85.28,94266,LakeMichigan
46,-85.24,94267,LakeMichigan
45.96,-85.24,94268,LakeMichigan
45.96,-85.2,94269,LakeMichigan
45.96,-85.16,94270,LakeMichigan
45.96,-85.12,94271,LakeMichigan
45.96,-85.08,94272,LakeMichigan
45.92,-85.08,94273,LakeMichigan
45.92,-85.04,94274,LakeMichigan
45.92,-85,94275,LakeMichigan
45.88,-85,94276,LakeMichigan
45.88,-84.96,94277,LakeMichigan
45.84,-85.12,94278,LakeMichigan
45.84,-85.08,94279,LakeMichigan
45.84,-85.04,94280,LakeMichigan
45.84,-85,94281,LakeMichigan
45.84,-84.96,94282,LakeMichigan
45.84,-84.92,94283,LakeMichigan
45.84,-84.88,94284,LakeMichigan
45.8,-84.84,94285,LakeMichigan
45.76,-85.16,94286,LakeMichigan
45.72,-85.12,94287,LakeMichigan
45.72,-85.08,94288,LakeMichigan
45.72,-85.04,94289,LakeMichigan
45.68,-85.12,94290,LakeMichigan
45.68,-85.16,94291,LakeMichigan
45.64,-85.16,94292,LakeMichigan
45.6,-85.16,94293,LakeMichigan
45.56,-85.2,94294,LakeMichigan
45.52,-85.2,94295,LakeMichigan
45.48,-85.16,94296,LakeMichigan
45.44,-85.12,94297,LakeMichigan
45.4,-85,94298,LakeMichigan
45.4,-85.04,94299,LakeMichigan
45.4,-85.08,94300,LakeMichigan
45.4,-85.12,94301,LakeMichigan
45.4,-85.16,94302,LakeMichigan
45.4,-85.2,94303,LakeMichigan
45.4,-85.24,94304,LakeMichigan
45.4,-85.28,94305,LakeMichigan
45.4,-85.32,94306,LakeMichigan
45.36,-85.32,94307,LakeMichigan
45.36,-85.36,94308,LakeMichigan
45.36,-85.4,94309,LakeMichigan
45.32,-85.4,94310,LakeMichigan
45.32,-85.44,94311,LakeMichigan
45.28,-85.44,94312,LakeMichigan
45.24,-85.44,94313,LakeMichigan
45.2,-85.44,94314,LakeMichigan
45.16,-85.44,94315,LakeMichigan
45.12,-85.44,94316,LakeMichigan
45.08,-85.44,94317,LakeMichigan
45.04,-85.44,94318,LakeMichigan
45,-85.44,94319,LakeMichigan
44.96,-85.44,94320,LakeMichigan
44.92,-85.44,94321,LakeMichigan
44.88,-85.44,94322,LakeMichigan
44.84,-85.48,94323,LakeMichigan
44.8,-85.52,94324,LakeMichigan
44.8,-85.6,94325,LakeMichigan
44.84,-85.6,94326,LakeMichigan
44.88,-85.6,94327,LakeMichigan
44.92,-85.56,94328,LakeMichigan
44.96,-85.56,94329,LakeMichigan
45,-85.56,94330,LakeMichigan
45.04,-85.52,94331,LakeMichigan
45.08,-85.52,94332,LakeMichigan
45.12,-85.52,94333,LakeMichigan
45.16,-85.52,94334,LakeMichigan
45.24,-85.52,94335,LakeMichigan
45.24,-85.56,94336,LakeMichigan
45.24,-85.6,94337,LakeMichigan
45.24,-85.64,94338,LakeMichigan
45.24,-85.68,94339,LakeMichigan
45.24,-85.72,94340,LakeMichigan
45.2,-85.72,94341,LakeMichigan
45.16,-85.76,94342,LakeMichigan
45.12,-85.8,94343,LakeMichigan
45.08,-85.84,94344,LakeMichigan
45.04,-85.84,94345,LakeMichigan
45.04,-85.88,94346,LakeMichigan
45.04,-85.92,94347,LakeMichigan
45,-85.96,94348,LakeMichigan
45,-86,94349,LakeMichigan
44.96,-86.08,94350,LakeMichigan
44.96,-86.12,94351,LakeMichigan
44.92,-86.12,94352,LakeMichigan
44.88,-86.12,94353,LakeMichigan
44.84,-86.12,94354,LakeMichigan
44.8,-86.12,94355,LakeMichigan
44.8,-86.16,94356,LakeMichigan
44.76,-86.2,94357,LakeMichigan
44.76,-86.24,94358,LakeMichigan
44.76,-86.28,94359,LakeMichigan
44.76,-86.32,94360,LakeMichigan
44.72,-86.28,94361,LakeMichigan
44.68,-86.32,94362,LakeMichigan
44.64,-86.32,94363,LakeMichigan
44.6,-86.32,94364,LakeMichigan
44.56,-86.28,94365,LakeMichigan
44.52,-86.28,94366,LakeMichigan
44.48,-86.32,94367,LakeMichigan
44.44,-86.32,94368,LakeMichigan
44.4,-86.32,94369,LakeMichigan
44.4,-86.36,94370,LakeMichigan
44.36,-86.32,94371,LakeMichigan
44.32,-86.36,94372,LakeMichigan
44.32,-86.4,94373,LakeMichigan
44.28,-86.4,94374,LakeMichigan
44.28,-86.44,94375,LakeMichigan
44.24,-86.4,94376,LakeMichigan
44.2,-86.44,94377,LakeMichigan
44.2,-86.48,94378,LakeMichigan
44.16,-86.48,94379,LakeMichigan
44.12,-86.52,94380,LakeMichigan
44.12,-86.56,94381,LakeMichigan
44.08,-86.56,94382,LakeMichigan
44.04,-86.56,94383,LakeMichigan
44,-86.56,94384,LakeMichigan
43.96,-86.56,94385,LakeMichigan
43.96,-86.52,94386,LakeMichigan
43.92,-86.52,94387,LakeMichigan
43.88,-86.52,94388,LakeMichigan
43.84,-86.52,94389,LakeMichigan
43.8,-86.52,94390,LakeMichigan
43.76,-86.52,94391,LakeMichigan
43.76,-86.56,94392,LakeMichigan
43.76,-86.6,94393,LakeMichigan
43.72,-86.6,94394,LakeMichigan
43.68,-86.6,94395,LakeMichigan
43.64,-86.6,94396,LakeMichigan
43.6,-86.6,94397,LakeMichigan
43.56,-86.6,94398,LakeMichigan
43.52,-86.6,94399,LakeMichigan
43.52,-86.56,94400,LakeMichigan
43.48,-86.56,94401,LakeMichigan
43.48,-86.52,94402,LakeMichigan
43.44,-86.52,94403,LakeMichigan
43.4,-86.52,94404,LakeMichigan
43.36,-86.48,94405,LakeMichigan
43.32,-86.48,94406,LakeMichigan
43.28,-86.44,94407,LakeMichigan
43.24,-86.44,94408,LakeMichigan
43.2,-86.44,94409,LakeMichigan
43.2,-86.4,94410,LakeMichigan
43.16,-86.4,94411,LakeMichigan
43.12,-86.4,94412,LakeMichigan
43.12,-86.36,94413,LakeMichigan
43.08,-86.36,94414,LakeMichigan
43.08,-86.32,94415,LakeMichigan
43.04,-86.32,94416,LakeMichigan
43,-86.32,94417,LakeMichigan
42.96,-86.32,94418,LakeMichigan
42.96,-86.28,94419,LakeMichigan
42.92,-86.28,94420,LakeMichigan
42.88,-86.28,94421,LakeMichigan
42.84,-86.28,94422,LakeMichigan
42.8,-86.28,94423,LakeMichigan
42.76,-86.28,94424,LakeMichigan
42.72,-86.28,94425,LakeMichigan
42.68,-86.28,94426,LakeMichigan
42.64,-86.28,94427,LakeMichigan
42.6,-86.28,94428,LakeMichigan
42.6,-86.32,94429,LakeMichigan
42.56,-86.32,94430,LakeMichigan
42.52,-86.32,94431,LakeMichigan
42.48,-86.32,94432,LakeMichigan
42.44,-86.32,94433,LakeMichigan
42.44,-86.36,94434,LakeMichigan
42.4,-86.36,94435,LakeMichigan
42.36,-86.4,94436,LakeMichigan
42.32,-86.4,94437,LakeMichigan
42.32,-86.44,94438,LakeMichigan
42.28,-86.44,94439,LakeMichigan
42.24,-86.48,94440,LakeMichigan
42.2,-86.48,94441,LakeMichigan
42.2,-86.52,94442,LakeMichigan
42.2,-86.56,94443,LakeMichigan
42.16,-86.56,94444,LakeMichigan
42.12,-86.56,94445,LakeMichigan
42.12,-86.6,94446,LakeMichigan
42.08,-86.6,94447,LakeMichigan
42.04,-86.6,94448,LakeMichigan
42,-86.64,94449,LakeMichigan
41.96,-86.64,94450,LakeMichigan
41.96,-86.68,94451,LakeMichigan
41.92,-86.68,94452,LakeMichigan
41.92,-86.72,94453,LakeMichigan
41.88,-86.72,94454,LakeMichigan
41.88,-86.76,94455,LakeMichigan
41.88,-86.8,94456,LakeMichigan
41.84,-86.8,94457,LakeMichigan
41.84,-86.84,94458,LakeMichigan
41.84,-86.88,94459,LakeMichigan
41.8,-86.88,94460,LakeMichigan
41.8,-86.92,94461,LakeMichigan
41.8,-86.96,94462,LakeMichigan
41.76,-86.96,94463,LakeMichigan
41.76,-87,94464,LakeMichigan
41.76,-87.04,94465,LakeMichigan
41.72,-87.04,94466,LakeMichigan
41.72,-87.08,94467,LakeMichigan
41.72,-87.12,94468,LakeMichigan
41.72,-87.16,94469,LakeMichigan
45.76,-85.76,94470,LakeMichigan
45.76,-85.68,94471,LakeMichigan
45.76,-85.6,94472,LakeMichigan
45.76,-85.52,94473,LakeMichigan
45.76,-85.44,94474,LakeMichigan
45.68,-85.72,94475,LakeMichigan
45.68,-85.44,94476,LakeMichigan
45.6,-85.68,94477,LakeMichigan
45.6,-85.44,94478,LakeMichigan
45.52,-85.68,94479,LakeMichigan
45.52,-85.6,94480,LakeMichigan
45.52,-85.52,94481,LakeMichigan
45.52,-85.44,94482,LakeMichigan
45.2,-86.04,94483,LakeMichigan
45.16,-86.12,94484,LakeMichigan
45.16,-85.92,94485,LakeMichigan
45.12,-86.12,94486,LakeMichigan
45.08,-86.12,94487,LakeMichigan
45.08,-85.92,94488,LakeMichigan
45.04,-86.2,94489,LakeMichigan
45.04,-86.04,94490,LakeMichigan
43.12,-82.44,93001,LakeHuron
43.16,-82.44,93002,LakeHuron
43.2,-82.44,93003,LakeHuron
43.24,-82.44,93004,LakeHuron
43.28,-82.44,93005,LakeHuron
43.32,-82.44,93006,LakeHuron
43.36,-82.48,93007,LakeHuron
43.4,-82.48,93008,LakeHuron
43.44,-82.48,93009,LakeHuron
43.48,-82.48,93010,LakeHuron
43.52,-82.52,93011,LakeHuron
43.56,-82.52,93012,LakeHuron
43.6,-82.52,93013,LakeHuron
43.64,-82.52,93014,LakeHuron
43.68,-82.52,93015,LakeHuron
43.72,-82.52,93016,LakeHuron
43.76,-82.56,93017,LakeHuron
43.8,-82.56,93018,LakeHuron
43.84,-82.56,93019,LakeHuron
43.88,-82.6,93020,LakeHuron
43.92,-82.64,93021,LakeHuron
43.96,-82.64,93022,LakeHuron
44,-82.68,93023,LakeHuron
44.04,-82.72,93024,LakeHuron
44.08,-82.76,93025,LakeHuron
44.12,-82.8,93026,LakeHuron
44.12,-82.84,93027,LakeHuron
44.12,-82.88,93028,LakeHuron
44.12,-82.92,93029,LakeHuron
44.12,-82.96,93030,LakeHuron
44.12,-83,93031,LakeHuron
44.08,-83.08,93032,LakeHuron
44.08,-83.12,93033,LakeHuron
44.08,-83.16,93034,LakeHuron
44.04,-83.16,93035,LakeHuron
44.04,-83.2,93036,LakeHuron
44.04,-83.24,93037,LakeHuron
44,-83.28,93038,LakeHuron
44,-83.32,93039,LakeHuron
44,-83.36,93040,LakeHuron
43.96,-83.4,93041,LakeHuron
43.92,-83.44,93042,LakeHuron
43.88,-83.44,93043,LakeHuron
43.84,-83.48,93044,LakeHuron
43.8,-83.48,93045,LakeHuron
43.76,-83.52,93046,LakeHuron
43.72,-83.6,93047,LakeHuron
43.68,-83.64,93048,LakeHuron
43.64,-83.68,93049,LakeHuron
43.68,-83.72,93050,LakeHuron
43.68,-83.76,93051,LakeHuron
43.68,-83.8,93052,LakeHuron
43.68,-83.84,93053,LakeHuron
43.72,-83.88,93054,LakeHuron
43.76,-83.88,93055,LakeHuron
43.8,-83.88,93056,LakeHuron
43.84,-83.84,93057,LakeHuron
43.88,-83.84,93058,LakeHuron
43.92,-83.84,93059,LakeHuron
43.92,-83.8,93060,LakeHuron
43.92,-83.76,93061,LakeHuron
43.92,-83.72,93062,LakeHuron
43.92,-83.68,93063,LakeHuron
43.92,-83.64,93064,LakeHuron
43.96,-83.64,93065,LakeHuron
44,-83.6,93066,LakeHuron
44.04,-83.56,93067,LakeHuron
44.08,-83.52,93068,LakeHuron
44.12,-83.48,93069,LakeHuron
44.16,-83.48,93070,LakeHuron
44.2,-83.48,93071,LakeHuron
44.2,-83.44,93072,LakeHuron
44.24,-83.4,93073,LakeHuron
44.24,-83.36,93074,LakeHuron
44.28,-83.36,93075,LakeHuron
44.32,-83.32,93076,LakeHuron
44.36,-83.28,93077,LakeHuron
44.4,-83.24,93078,LakeHuron
44.44,-83.24,93079,LakeHuron
44.48,-83.24,93080,LakeHuron
44.52,-83.24,93081,LakeHuron
44.56,-83.24,93082,LakeHuron
44.6,-83.24,93083,LakeHuron
44.64,-83.24,93084,LakeHuron
44.68,-83.2,93085,LakeHuron
44.72,-83.2,93086,LakeHuron
44.76,-83.24,93087,LakeHuron
44.8,-83.24,93088,LakeHuron
44.84,-83.24,93089,LakeHuron
44.88,-83.24,93090,LakeHuron
44.92,-83.24,93091,LakeHuron
44.96,-83.28,93092,LakeHuron
44.96,-83.32,93093,LakeHuron
44.96,-83.36,93094,LakeHuron
45,-83.36,93095,LakeHuron
45,-83.32,93096,LakeHuron
45,-83.28,93097,LakeHuron
45,-83.24,93098,LakeHuron
45,-83.2,93099,LakeHuron
45.04,-83.16,93100,LakeHuron
45.08,-83.2,93101,LakeHuron
45.12,-83.24,93102,LakeHuron
45.16,-83.28,93103,LakeHuron
45.2,-83.32,93104,LakeHuron
45.24,-83.36,93105,LakeHuron
45.28,-83.32,93106,LakeHuron
45.32,-83.32,93107,LakeHuron
45.32,-83.36,93108,LakeHuron
45.36,-83.4,93109,LakeHuron
45.36,-83.44,93110,LakeHuron
45.4,-83.48,93111,LakeHuron
45.4,-83.52,93112,LakeHuron
45.4,-83.56,93113,LakeHuron
45.44,-83.6,93114,LakeHuron
45.44,-83.64,93115,LakeHuron
45.44,-83.68,93116,LakeHuron
45.48,-83.72,93117,LakeHuron
45.48,-83.76,93118,LakeHuron
45.48,-83.8,93119,LakeHuron
45.48,-83.84,93120,LakeHuron
45.52,-83.88,93121,LakeHuron
45.56,-83.92,93122,LakeHuron
45.56,-83.96,93123,LakeHuron
45.56,-84,93124,LakeHuron
45.56,-84.04,93125,LakeHuron
45.6,-84.08,93126,LakeHuron
45.64,-84.12,93127,LakeHuron
45.64,-84.16,93128,LakeHuron
45.68,-84.2,93129,LakeHuron
45.72,-84.24,93130,LakeHuron
45.72,-84.28,93131,LakeHuron
45.76,-84.28,93132,LakeHuron
45.8,-84.28,93133,LakeHuron
45.84,-84.28,93134,LakeHuron
45.88,-84.28,93135,LakeHuron
45.92,-84.24,93136,LakeHuron
45.92,-84.2,93137,LakeHuron
45.92,-84.16,93138,LakeHuron
45.92,-84.12,93139,LakeHuron
45.92,-84.08,93140,LakeHuron
45.88,-84.04,93141,LakeHuron
45.88,-84,93142,LakeHuron
45.88,-83.96,93143,LakeHuron
45.88,-83.92,93144,LakeHuron
45.88,-83.88,93145,LakeHuron
45.88,-83.84,93146,LakeHuron
45.88,-83.8,93147,LakeHuron
45.88,-83.76,93148,LakeHuron
45.88,-83.72,93149,LakeHuron
45.88,-83.68,93150,LakeHuron
45.88,-83.64,93151,LakeHuron
45.84,-83.6,93152,LakeHuron
45.84,-83.56,93153,LakeHuron
45.84,-83.52,93154,LakeHuron
45.8,-83.48,93155,LakeHuron
45.8,-83.44,93156,LakeHuron
45.8,-83.4,93157,LakeHuron
45.8,-83.36,93158,LakeHuron
45.8,-83.32,93159,LakeHuron
45.8,-83.28,93160,LakeHuron
45.8,-83.24,93161,LakeHuron
45.8,-83.2,93162,LakeHuron
45.8,-83.16,93163,LakeHuron
45.76,-83.12,93164,LakeHuron
45.76,-83.08,93165,LakeHuron
45.72,-83.04,93166,LakeHuron
45.68,-83.04,93167,LakeHuron
45.64,-83.04,93168,LakeHuron
45.6,-83.04,93169,LakeHuron
45.6,-83,93170,LakeHuron
45.56,-82.96,93171,LakeHuron
45.56,-82.92,93172,LakeHuron
45.56,-82.88,93173,LakeHuron
45.6,-82.84,93174,LakeHuron
45.64,-82.84,93175,LakeHuron
45.68,-82.84,93176,LakeHuron
45.72,-82.84,93177,LakeHuron
45.72,-82.8,93178,LakeHuron
45.72,-82.76,93179,LakeHuron
45.72,-82.72,93180,LakeHuron
45.72,-82.68,93181,LakeHuron
45.68,-82.64,93182,LakeHuron
45.68,-82.6,93183,LakeHuron
45.68,-82.56,93184,LakeHuron
45.68,-82.52,93185,LakeHuron
45.64,-82.48,93186,LakeHuron
45.64,-82.44,93187,LakeHuron
45.64,-82.4,93188,LakeHuron
45.64,-82.36,93189,LakeHuron
45.64,-82.32,93190,LakeHuron
45.6,-82.28,93191,LakeHuron
45.56,-82.24,93192,LakeHuron
45.56,-82.2,93193,LakeHuron
45.52,-82.16,93194,LakeHuron
45.48,-82.12,93195,LakeHuron
45.48,-82.08,93196,LakeHuron
45.48,-82.04,93197,LakeHuron
45.48,-82,93198,LakeHuron
45.48,-81.96,93199,LakeHuron
45.48,-81.92,93200,LakeHuron
45.48,-81.88,93201,LakeHuron
45.44,-81.88,93202,LakeHuron
45.4,-81.84,93203,LakeHuron
45.36,-81.84,93204,LakeHuron
45.32,-81.84,93205,LakeHuron
45.28,-81.8,93206,LakeHuron
45.24,-81.8,93207,LakeHuron
45.2,-81.76,93208,LakeHuron
45.16,-81.72,93209,LakeHuron
45.12,-81.68,93210,LakeHuron
45.08,-81.64,93211,LakeHuron
45.08,-81.6,93212,LakeHuron
45.04,-81.56,93213,LakeHuron
45,-81.52,93214,LakeHuron
44.96,-81.52,93215,LakeHuron
44.92,-81.48,93216,LakeHuron
44.88,-81.44,93217,LakeHuron
44.84,-81.4,93218,LakeHuron
44.8,-81.4,93219,LakeHuron
44.76,-81.4,93220,LakeHuron
44.72,-81.4,93221,LakeHuron
44.68,-81.4,93222,LakeHuron
44.64,-81.4,93223,LakeHuron
44.6,-81.4,93224,LakeHuron
44.56,-81.4,93225,LakeHuron
44.52,-81.44,93226,LakeHuron
44.48,-81.48,93227,LakeHuron
44.44,-81.52,93228,LakeHuron
44.44,-81.56,93229,LakeHuron
44.44,-81.6,93230,LakeHuron
44.4,-81.6,93231,LakeHuron
44.36,-81.64,93232,LakeHuron
44.32,-81.68,93233,LakeHuron
44.28,-81.68,93234,LakeHuron
44.24,-81.68,93235,LakeHuron
44.2,-81.72,93236,LakeHuron
44.16,-81.76,93237,LakeHuron
44.12,-81.8,93238,LakeHuron
44.08,-81.84,93239,LakeHuron
44.04,-81.8,93240,LakeHuron
44,-81.8,93241,LakeHuron
43.96,-81.8,93242,LakeHuron
43.92,-81.8,93243,LakeHuron
43.88,-81.8,93244,LakeHuron
43.84,-81.8,93245,LakeHuron
43.8,-81.8,93246,LakeHuron
43.76,-81.8,93247,LakeHuron
43.72,-81.8,93248,LakeHuron
43.68,-81.8,93249,LakeHuron
43.64,-81.8,93250,LakeHuron
43.6,-81.8,93251,LakeHuron
43.56,-81.8,93252,LakeHuron
