Latitude,Longitude,Name,Description
29.1,-85.4,73358, GulfOfMexico
28.75,-85,73359, GulfOfMexico
28.45,-84.8,73360, GulfOfMexico
28.1,-84.55,73361, GulfOfMexico
27.6,-84.25,73362, GulfOfMexico
27.1,-84,73363, GulfOfMexico
26.6,-83.75,73364, GulfOfMexico
26.1,-83.65,73365, GulfOfMexico
25.7,-83.65,73366, GulfOfMexico
25.1,-83.65,73367, GulfOfMexico
56,-155,81001, Pacific
56,-154.5,81002, Pacific
56,-154,81003, Pacific
56,-153.5,81004, Pacific
56,-153,81005, Pacific
56.5,-152.5,81006, Pacific
57,-152,81007, Pacific
57.5,-151.5,81008, Pacific
58,-151.5,81009, Pacific
58.5,-151.5,81010, Pacific
58.5,-151,81011, Pacific
58.5,-150.5,81012, Pacific
58.5,-150,81013, Pacific
59,-149.5,81014, Pacific
59,-149,81015, Pacific
59,-148.5,81016, Pacific
59,-148,81017, Pacific
59,-147.5,81018, Pacific
59,-147,81019, Pacific
59.5,-146.5,81020, Pacific
59.5,-146,81021, Pacific
59.5,-145.5,81022, Pacific
59.5,-145,81023, Pacific
59,-144.5,81024, Pacific
59,-144,81025, Pacific
59,-143.5,81026, Pacific
59,-143,81027, Pacific
59,-142.5,81028, Pacific
59,-142,81029, Pacific
59,-141.5,81030, Pacific
59,-141,81031, Pacific
59,-140.5,81032, Pacific
59,-140,81033, Pacific
59,-139.5,81034, Pacific
58.5,-138.5,81035, Pacific
58,-137.5,81036, Pacific
57.5,-137,81037, Pacific
57,-136.5,81038, Pacific
56.5,-136.5,81039, Pacific
56,-136.5,81040, Pacific
55.5,-136.5,81041, Pacific
55,-136.5,81042, Pacific
54.5,-136.5,81043, Pacific
48,-130.5,81044, Pacific
47.5,-130.5,81045, Pacific
47,-130.5,81046, Pacific
46.5,-130.5,81047, Pacific
46,-130.5,81048, Pacific
45.5,-130.5,81049, Pacific
45,-130.5,81050, Pacific
44.5,-130.5,81051, Pacific
44,-130.5,81052, Pacific
43.5,-130.5,81053, Pacific
43,-130.5,81054, Pacific
42.5,-130.5,81055, Pacific
42,-130.5,81056, Pacific
41.5,-130.5,81057, Pacific
41,-130.5,81058, Pacific
40.5,-130.5,81059, Pacific
40,-130.5,81060, Pacific
39.5,-130.5,81061, Pacific
39,-130.5,81062, Pacific
38.5,-128.5,81063, Pacific
38,-128.5,81064, Pacific
37.5,-128.5,81065, Pacific
37,-128.5,81066, Pacific
36.5,-126.5,81067, Pacific
36,-126.5,81068, Pacific
35.5,-126.5,81069, Pacific
35,-126.5,81070, Pacific
34.5,-124.5,81071, Pacific
34,-124.5,81072, Pacific
33.5,-124.5,81073, Pacific
17,-157,81074, Pacific
20.5,-162,81075, Pacific
24,-157,81076, Pacific
20.5,-152.5,81077, Pacific
24,-162,81078, Pacific
22,-162,81079, Pacific
23,-166,81080, Pacific
25,-174,81081, Pacific
26,-178,81082, Pacific
29,-179,81083, Pacific
28,-174,81084, Pacific
25,-166,81085, Pacific
15.5,146.5,81086, Pacific
15,146.5,81087, Pacific
14.5,146.5,81088, Pacific
14,146.5,81089, Pacific
14,146,81090, Pacific
13.5,146,81091, Pacific
13.5,145.5,81092, Pacific
13,145.5,81093, Pacific
12.5,145.5,81094, Pacific
12.5,145,81095, Pacific
12.5,144.5,81096, Pacific
12.5,144,81097, Pacific
13,144,81098, Pacific
13.5,144,81099, Pacific
14,144,81100, Pacific
14,144.5,81101, Pacific
14.5,144.5,81102, Pacific
15,144.5,81103, Pacific
15,145,81104, Pacific
15.5,145,81105, Pacific
16,143,81106, Pacific
16,144,81107, Pacific
16,145,81108, Pacific
16,146,81109, Pacific
16,147,81110, Pacific
15,147,81111, Pacific
14,147,81112, Pacific
13,147,81113, Pacific
12,147,81114, Pacific
12,146,81115, Pacific
12,145,81116, Pacific
12,144,81117, Pacific
12,143,81118, Pacific
13,143,81119, Pacific
14,143,81120, Pacific
15,143,81121, Pacific
-13.5,-168.5,81122, Pacific
-14,-168.5,81123, Pacific
-14.5,-168.5,81124, Pacific
-15,-168.5,81125, Pacific
-15,-169,81126, Pacific
-15,-169.5,81127, Pacific
-15,-170,81128, Pacific
-15,-170.5,81129, Pacific
-15,-171,81130, Pacific
-15,-171.5,81131, Pacific
-14.5,-171.5,81132, Pacific
-13.5,-171.5,81133, Pacific
-13.5,-171,81134, Pacific
-13.5,-170.5,81135, Pacific
-13.5,-170,81136, Pacific
-13.5,-169.5,81137, Pacific
-13.5,-169,81138, Pacific
-12,-174,81139, Pacific
-12,-173,81140, Pacific
-12,-172,81141, Pacific
-12,-171,81142, Pacific
-12,-170,81143, Pacific
-12,-169,81144, Pacific
-12,-168,81145, Pacific
-13,-168,81146, Pacific
-14,-168,81147, Pacific
-15,-168,81148, Pacific
-16,-168,81149, Pacific
-16,-169,81150, Pacific
-16,-170,81151, Pacific
-16,-171,81152, Pacific
-16,-172,81153, Pacific
-16,-173,81154, Pacific
-16,-174,81155, Pacific
-15,-174,81156, Pacific
-14,-174,81157, Pacific
-13,-174,81158, Pacific
-14.5,-170,81159, Pacific
-14,-170,81160, Pacific
14,164,81161, Pacific
14,165,81162, Pacific
14,166,81163, Pacific
14,167,81164, Pacific
14,168,81165, Pacific
14,169,81166, Pacific
14,170,81167, Pacific
14,171,81168, Pacific
14,172,81169, Pacific
14,173,81170, Pacific
14,174,81171, Pacific
13,174,81172, Pacific
12,174,81173, Pacific
11,174,81174, Pacific
10,174,81175, Pacific
9,174,81176, Pacific
8,174,81177, Pacific
7,174,81178, Pacific
6,174,81179, Pacific
5,174,81180, Pacific
4,174,81181, Pacific
4,173,81182, Pacific
4,172,81183, Pacific
4,171,81184, Pacific
4,170,81185, Pacific
4,169,81186, Pacific
4,168,81187, Pacific
4,167,81188, Pacific
4,166,81189, Pacific
4,165,81190, Pacific
4,164,81191, Pacific
5,164,81192, Pacific
6,164,81193, Pacific
7,164,81194, Pacific
8,164,81195, Pacific
9,164,81196, Pacific
10,164,81197, Pacific
11,164,81198, Pacific
12,164,81199, Pacific
13,164,81200, Pacific
9.91,167.43,81201, Pacific
22.4,-160.05,82500, Pacific
22.55,-159.9,82501, Pacific
22.55,-159.6,82502, Pacific
22.55,-159.3,82503, Pacific
22.4,-159.15,82504, Pacific
22.25,-159,82505, Pacific
22.1,-158.85,82506, Pacific
21.95,-158.7,82507, Pacific
21.95,-158.4,82508, Pacific
21.95,-158.1,82509, Pacific
21.95,-157.8,82510, Pacific
21.8,-157.65,82511, Pacific
21.65,-157.5,82512, Pacific
21.65,-157.2,82513, Pacific
21.65,-156.9,82514, Pacific
21.65,-156.6,82515, Pacific
21.5,-156.45,82516, Pacific
21.35,-156.3,82517, Pacific
21.2,-156.15,82518, Pacific
21.2,-155.85,82519, Pacific
21.05,-155.7,82520, Pacific
20.75,-155.7,82521, Pacific
20.6,-155.55,82522, Pacific
20.45,-155.4,82523, Pacific
20.45,-155.1,82524, Pacific
20.3,-154.95,82525, Pacific
20.15,-154.8,82526, Pacific
20,-154.65,82527, Pacific
19.85,-154.5,82528, Pacific
19.55,-154.5,82529, Pacific
19.25,-154.5,82530, Pacific
19.1,-154.65,82531, Pacific
18.95,-154.8,82532, Pacific
18.95,-155.1,82533, Pacific
18.8,-155.25,82534, Pacific
18.65,-155.4,82535, Pacific
18.65,-155.7,82536, Pacific
18.65,-156,82537, Pacific
18.8,-156.15,82538, Pacific
18.95,-156.3,82539, Pacific
19.25,-156.3,82540, Pacific
19.55,-156.3,82541, Pacific
19.85,-156.3,82542, Pacific
20.15,-156.3,82543, Pacific
20.15,-156.6,82544, Pacific
20.15,-156.9,82545, Pacific
20.3,-157.05,82546, Pacific
20.45,-157.2,82547, Pacific
20.6,-157.35,82548, Pacific
20.75,-157.5,82549, Pacific
20.9,-157.65,82550, Pacific
20.9,-157.95,82551, Pacific
20.9,-158.25,82552, Pacific
21.05,-158.4,82553, Pacific
21.2,-158.55,82554, Pacific
21.5,-158.55,82555, Pacific
21.5,-158.85,82556, Pacific
21.5,-159.15,82557, Pacific
21.5,-159.45,82558, Pacific
21.5,-159.75,82559, Pacific
21.5,-160.05,82560, Pacific
21.5,-160.35,82561, Pacific
21.65,-160.5,82562, Pacific
21.95,-160.5,82563, Pacific
22.1,-160.35,82564, Pacific
22.25,-160.2,82565, Pacific
48.5,-124.92,83001, Pacific
48.33,-124.92,83002, Pacific
48.17,-124.92,83003, Pacific
48,-124.92,83004, Pacific
47.83,-124.75,83005, Pacific
47.67,-124.5,83006, Pacific
47.5,-124.5,83007, Pacific
47.33,-124.5,83008, Pacific
47.17,-124.42,83009, Pacific
47,-124.25,83010, Pacific
46.83,-124.25,83011, Pacific
46.67,-124.17,83012, Pacific
46.5,-124.25,83013, Pacific
46.33,-124.25,83014, Pacific
46.17,-124.25,83015, Pacific
46,-124.17,83016, Pacific
45.83,-124.17,83017, Pacific
45.67,-124.17,83018, Pacific
45.5,-124.17,83019, Pacific
45.33,-124.17,83020, Pacific
45.17,-124.17,83021, Pacific
45,-124.25,83022, Pacific
44.83,-124.25,83023, Pacific
44.67,-124.25,83024, Pacific
44.5,-124.25,83025, Pacific
44.33,-124.25,83026, Pacific
44.17,-124.25,83027, Pacific
44,-124.25,83028, Pacific
43.83,-124.42,83029, Pacific
43.67,-124.42,83030, Pacific
43.5,-124.5,83031, Pacific
43.33,-124.5,83032, Pacific
43.17,-124.67,83033, Pacific
43,-124.67,83034, Pacific
42.83,-124.75,83035, Pacific
42.67,-124.67,83036, Pacific
42.5,-124.67,83037, Pacific
42.33,-124.67,83038, Pacific
42.17,-124.5,83039, Pacific
42,-124.5,83040, Pacific
41.83,-124.42,83041, Pacific
41.67,-124.25,83042, Pacific
41.5,-124.25,83043, Pacific
41.33,-124.25,83044, Pacific
41.17,-124.25,83045, Pacific
41,-124.25,83046, Pacific
40.83,-124.42,83047, Pacific
40.67,-124.5,83048, Pacific
40.5,-124.5,83049, Pacific
40.33,-124.5,83050, Pacific
40.17,-124.42,83051, Pacific
40,-124.25,83052, Pacific
39.83,-124,83053, Pacific
39.67,-124,83054, Pacific
39.5,-124,83055, Pacific
39.33,-124,83056, Pacific
39.17,-123.92,83057, Pacific
39,-123.92,83058, Pacific
38.83,-123.75,83059, Pacific
38.67,-123.5,83060, Pacific
38.5,-123.42,83061, Pacific
38.33,-123.25,83062, Pacific
38.17,-123.17,83063, Pacific
38,-123.17,83064, Pacific
37.83,-122.92,83065, Pacific
37.67,-122.67,83066, Pacific
37.5,-122.67,83067, Pacific
37.33,-122.67,83068, Pacific
37.17,-122.67,83069, Pacific
37,-122.5,83070, Pacific
36.92,-122.25,83071, Pacific
36.83,-122,83072, Pacific
36.67,-122.17,83073, Pacific
36.5,-122.17,83074, Pacific
36.33,-122,83075, Pacific
36.17,-121.92,83076, Pacific
36,-121.75,83077, Pacific
35.83,-121.67,83078, Pacific
35.67,-121.5,83079, Pacific
35.5,-121.25,83080, Pacific
35.33,-121.17,83081, Pacific
35.17,-121,83082, Pacific
35,-120.75,83083, Pacific
34.83,-120.92,83084, Pacific
34.67,-120.92,83085, Pacific
34.5,-120.75,83086, Pacific
34.42,-120.58,83087, Pacific
34.33,-120.42,83088, Pacific
34.33,-120.25,83089, Pacific
34.25,-120,83090, Pacific
34.25,-119.75,83091, Pacific
34.25,-119.5,83092, Pacific
34.17,-119.42,83093, Pacific
34.08,-119.5,83094, Pacific
34,-119.25,83095, Pacific
33.92,-119.17,83096, Pacific
33.92,-119,83097, Pacific
33.92,-118.75,83098, Pacific
33.83,-118.67,83099, Pacific
33.67,-118.5,83100, Pacific
33.58,-118.25,83101, Pacific
33.5,-118,83102, Pacific
33.33,-117.92,83103, Pacific
33.25,-117.75,83104, Pacific
33.08,-117.67,83105, Pacific
32.92,-117.5,83106, Pacific
32.75,-117.5,83107, Pacific
71.75,-156.75,82001, Alaska
71.75,-156.5,82002, Alaska
71.75,-156.25,82003, Alaska
71.5,-157,82004, Alaska
71.5,-156,82005, Alaska
71.5,-155.75,82006, Alaska
71.5,-155.5,82007, Alaska
71.5,-155.25,82008, Alaska
71.5,-155,82009, Alaska
71.25,-159.75,82010, Alaska
71.25,-159.5,82011, Alaska
71.25,-159.25,82012, Alaska
71.25,-159,82013, Alaska
71.25,-158.75,82014, Alaska
71.25,-158.5,82015, Alaska
71.25,-158.25,82016, Alaska
71.25,-158,82017, Alaska
71.25,-157.75,82018, Alaska
71.25,-157.5,82019, Alaska
71.25,-157.25,82020, Alaska
71,-160.75,82021, Alaska
71,-160.5,82022, Alaska
71,-160.25,82023, Alaska
71,-160,82024, Alaska
70.75,-162,82025, Alaska
70.75,-161.75,82026, Alaska
70.75,-161.5,82027, Alaska
70.75,-161.25,82028, Alaska
70.75,-161,82029, Alaska
70.5,-162.75,82030, Alaska
70.5,-162.5,82031, Alaska
70.5,-162.25,82032, Alaska
70.25,-163,82033, Alaska
70,-163.5,82034, Alaska
70,-163.25,82035, Alaska
69.75,-163.5,82036, Alaska
69.5,-164.25,82037, Alaska
69.5,-164,82038, Alaska
69.5,-163.75,82039, Alaska
69.25,-166,82040, Alaska
69.25,-165.75,82041, Alaska
69.25,-165.5,82042, Alaska
69.25,-165.25,82043, Alaska
69.25,-165,82044, Alaska
69.25,-164.75,82045, Alaska
69.25,-164.5,82046, Alaska
69,-166.5,82047, Alaska
69,-166.25,82048, Alaska
68.75,-166.75,82049, Alaska
68.5,-166.75,82050, Alaska
68.25,-166.75,82051, Alaska
68,-166.5,82052, Alaska
67.75,-166.25,82053, Alaska
67.75,-166,82054, Alaska
67.75,-165.75,82055, Alaska
67.75,-165.5,82056, Alaska
67.5,-165.25,82057, Alaska
67.5,-165,82058, Alaska
67.5,-164.75,82059, Alaska
67.25,-164.5,82060, Alaska
67,-164.75,82061, Alaska
67,-164.5,82062, Alaska
67,-164.25,82063, Alaska
67,-164,82064, Alaska
66.75,-166,82065, Alaska
66.75,-165.75,82066, Alaska
66.75,-165.5,82067, Alaska
66.75,-165.25,82068, Alaska
66.75,-165,82069, Alaska
66.75,-163.5,82070, Alaska
66.75,-163.25,82071, Alaska
66.75,-163,82072, Alaska
66.5,-167,82073, Alaska
66.5,-166.75,82074, Alaska
66.5,-166.5,82075, Alaska
66.5,-166.25,82076, Alaska
66.25,-167.75,82077, Alaska
66.25,-167.5,82078, Alaska
66,-169,82079, Alaska
66,-168.75,82080, Alaska
66,-168.25,82081, Alaska
65.75,-169.25,82082, Alaska
65.75,-168.75,82083, Alaska
65.75,-168.25,82084, Alaska
65.5,-169.25,82085, Alaska
65.5,-169,82086, Alaska
65.5,-168.75,82087, Alaska
65.5,-168.25,82088, Alaska
65.25,-168.25,82089, Alaska
65,-168,82090, Alaska
65,-167.75,82091, Alaska
65,-167.5,82092, Alaska
65,-167.25,82093, Alaska
64.75,-167.25,82094, Alaska
64.75,-167,82095, Alaska
64.5,-166.75,82096, Alaska
64.5,-166.5,82097, Alaska
64.25,-166.25,82098, Alaska
64.25,-166,82099, Alaska
64.25,-165.75,82100, Alaska
64.25,-165.5,82101, Alaska
64.25,-164.25,82102, Alaska
64.25,-164,82103, Alaska
64.25,-163.75,82104, Alaska
64.25,-163.5,82105, Alaska
64.25,-162.5,82106, Alaska
64.25,-162.25,82107, Alaska
64.25,-162,82108, Alaska
64.25,-161.75,82109, Alaska
64,-172.25,82110, Alaska
64,-172,82111, Alaska
64,-171.75,82112, Alaska
64,-171.5,82113, Alaska
64,-171.25,82114, Alaska
64,-171,82115, Alaska
64,-170.75,82116, Alaska
64,-170.5,82117, Alaska
64,-170.25,82118, Alaska
64,-165.25,82119, Alaska
64,-165,82120, Alaska
64,-164.75,82121, Alaska
64,-164.5,82122, Alaska
64,-163.25,82123, Alaska
64,-163,82124, Alaska
64,-162.75,82125, Alaska
64,-161.75,82126, Alaska
63.75,-172.25,82127, Alaska
63.75,-170,82128, Alaska
63.75,-169.75,82129, Alaska
63.75,-169.5,82130, Alaska
63.75,-169.25,82131, Alaska
63.75,-169,82132, Alaska
63.75,-168.75,82133, Alaska
63.75,-168.5,82134, Alaska
63.75,-168.25,82135, Alaska
63.75,-164.25,82136, Alaska
63.75,-164,82137, Alaska
63.75,-163.75,82138, Alaska
63.75,-163.5,82139, Alaska
63.75,-163.25,82140, Alaska
63.75,-163,82141, Alaska
63.75,-162.75,82142, Alaska
63.75,-162.5,82143, Alaska
63.75,-162.25,82144, Alaska
63.75,-162,82145, Alaska
63.75,-161.75,82146, Alaska
63.5,-172.25,82147, Alaska
63.5,-168.25,82148, Alaska
63.5,-165,82149, Alaska
63.5,-164.75,82150, Alaska
63.5,-164.5,82151, Alaska
63.25,-172.25,82152, Alaska
63.25,-168.25,82153, Alaska
63.25,-165.5,82154, Alaska
63.25,-165.25,82155, Alaska
63,-172.25,82156, Alaska
63,-172,82157, Alaska
63,-171.75,82158, Alaska
63,-171.5,82159, Alaska
63,-171.25,82160, Alaska
63,-171,82161, Alaska
63,-170.75,82162, Alaska
63,-168.25,82163, Alaska
63,-165.5,82164, Alaska
62.75,-170.5,82165, Alaska
62.75,-170.25,82166, Alaska
62.75,-170,82167, Alaska
62.75,-169.5,82168, Alaska
62.75,-169.25,82169, Alaska
62.75,-169,82170, Alaska
62.75,-168.75,82171, Alaska
62.75,-165.75,82172, Alaska
62.5,-169.75,82173, Alaska
62.5,-166,82174, Alaska
62.25,-166,82175, Alaska
62,-166.25,82176, Alaska
61.75,-166.5,82177, Alaska
61.5,-166.5,82178, Alaska
61.25,-166.5,82179, Alaska
61,-166.25,82180, Alaska
60.75,-173.25,82181, Alaska
60.75,-173,82182, Alaska
60.75,-172.75,82183, Alaska
60.75,-172.5,82184, Alaska
60.75,-172.25,82185, Alaska
60.75,-172,82186, Alaska
60.75,-166,82187, Alaska
60.75,-165.75,82188, Alaska
60.5,-173.25,82189, Alaska
60.5,-172,82190, Alaska
60.5,-167.25,82191, Alaska
60.5,-167,82192, Alaska
60.5,-166.75,82193, Alaska
60.5,-166.5,82194, Alaska
60.5,-166.25,82195, Alaska
60.5,-166,82196, Alaska
60.5,-165.75,82197, Alaska
60.5,-165.5,82198, Alaska
60.25,-173.25,82199, Alaska
60.25,-173,82200, Alaska
60,-172.75,82201, Alaska
60,-172.5,82202, Alaska
60,-172.25,82203, Alaska
60.25,-172,82204, Alaska
60.5,-167.5,82205, Alaska
60.25,-165.25,82206, Alaska
60,-167.5,82207, Alaska
60,-165.25,82208, Alaska
59.75,-167.5,82209, Alaska
59.75,-165,82210, Alaska
59.75,-164.75,82211, Alaska
59.5,-167.25,82212, Alaska
59.5,-167,82213, Alaska
59.5,-166.75,82214, Alaska
59.5,-166.5,82215, Alaska
59.5,-166.25,82216, Alaska
59.5,-166,82217, Alaska
59.5,-165.75,82218, Alaska
59.5,-165.5,82219, Alaska
59.5,-165.25,82220, Alaska
59.5,-165,82221, Alaska
59.5,-164.75,82222, Alaska
59.5,-164.5,82223, Alaska
59.5,-164.25,82224, Alaska
59.5,-163.75,82225, Alaska
59.5,-163.5,82226, Alaska
59.5,-163.25,82227, Alaska
59.5,-163,82228, Alaska
59.5,-162.75,82229, Alaska
59.5,-162.5,82230, Alaska
59.25,-164,82231, Alaska
59.25,-163.75,82232, Alaska
59.25,-162.5,82233, Alaska
59,-162.5,82234, Alaska
58.75,-162.25,82235, Alaska
58.5,-162,82236, Alaska
58.5,-161.25,82237, Alaska
58.5,-161,82238, Alaska
58.5,-160.75,82239, Alaska
58.25,-161.75,82240, Alaska
58.25,-161.5,82241, Alaska
58.25,-160.5,82242, Alaska
58.25,-160.25,82243, Alaska
58.25,-160,82244, Alaska
58.25,-159.75,82245, Alaska
58.25,-159.5,82246, Alaska
58.25,-159.25,82247, Alaska
58,-159,82248, Alaska
58,-158.75,82249, Alaska
58,-158.5,82250, Alaska
57.75,-158.5,82251, Alaska
57.5,-170.75,82252, Alaska
57.5,-170.5,82253, Alaska
57.5,-170.25,82254, Alaska
57.5,-170,82255, Alaska
57.5,-169.75,82256, Alaska
57.5,-158.75,82257, Alaska
57.25,-170.75,82258, Alaska
57.25,-169.75,82259, Alaska
57.25,-159,82260, Alaska
57.25,-155.5,82261, Alaska
57.25,-155.25,82262, Alaska
57.25,-155,82263, Alaska
57,-170.75,82264, Alaska
57,-170.5,82265, Alaska
57,-170.25,82266, Alaska
57,-170,82267, Alaska
57,-169.75,82268, Alaska
57,-159.75,82269, Alaska
57,-159.5,82270, Alaska
57,-159.25,82271, Alaska
57,-155.5,82272, Alaska
56.75,-160.25,82273, Alaska
56.75,-160,82274, Alaska
56.75,-156,82275, Alaska
56.75,-155.75,82276, Alaska
56.75,-155.5,82277, Alaska
56.5,-161,82278, Alaska
56.5,-160.75,82279, Alaska
56.5,-160.5,82280, Alaska
56.5,-157.25,82281, Alaska
56.5,-157,82282, Alaska
56.5,-156.75,82283, Alaska
56.5,-156.5,82284, Alaska
56.5,-156.25,82285, Alaska
56.25,-162,82286, Alaska
56.25,-161.75,82287, Alaska
56.25,-161.5,82288, Alaska
56.25,-161.25,82289, Alaska
56.25,-157.5,82290, Alaska
56.25,-157.25,82291, Alaska
56,-162.5,82292, Alaska
56,-162.25,82293, Alaska
56,-158,82294, Alaska
56,-157.75,82295, Alaska
56,-157.5,82296, Alaska
55.75,-162.75,82297, Alaska
55.75,-158.25,82298, Alaska
55.5,-164,82299, Alaska
55.5,-163.75,82300, Alaska
55.5,-163.5,82301, Alaska
55.5,-163.25,82302, Alaska
55.5,-163,82303, Alaska
55.5,-158.75,82304, Alaska
55.5,-158.5,82305, Alaska
55.25,-164.25,82306, Alaska
55.25,-158.75,82307, Alaska
55,-165,82308, Alaska
55,-164.75,82309, Alaska
55,-164.5,82310, Alaska
54.75,-160,82311, Alaska
54.75,-160,82312, Alaska
54.75,-159.5,82313, Alaska
54.75,-159.25,82314, Alaska
54.75,-159,82315, Alaska
55,-159,82316, Alaska
54.75,-165.25,82317, Alaska
54.75,-161.25,82318, Alaska
54.75,-161,82319, Alaska
54.75,-160.75,82320, Alaska
54.75,-160.5,82321, Alaska
54.75,-160.25,82322, Alaska
54.5,-167,82323, Alaska
54.5,-166.75,82324, Alaska
54.5,-166.5,82325, Alaska
54.5,-166.25,82326, Alaska
54.5,-166,82327, Alaska
54.5,-165.75,82328, Alaska
54.5,-165.5,82329, Alaska
54.5,-162,82330, Alaska
54.5,-161.75,82331, Alaska
54.5,-161.5,82332, Alaska
54.5,-161.25,82333, Alaska
54.25,-167.25,82334, Alaska
54.25,-164.25,82335, Alaska
54.25,-164,82336, Alaska
54.25,-163.75,82337, Alaska
54.25,-163.5,82338, Alaska
54.25,-163.25,82339, Alaska
54.25,-163,82340, Alaska
54.25,-162.75,82341, Alaska
54.25,-162.5,82342, Alaska
54.25,-162.25,82343, Alaska
54,-168.25,82344, Alaska
54,-168,82345, Alaska
54,-167.75,82346, Alaska
54,-167.5,82347, Alaska
53.75,-165,82348, Alaska
54,-164.75,82349, Alaska
54,-164.5,82350, Alaska
54,-163.75,82351, Alaska
54,-163.5,82352, Alaska
53.75,-168.75,82353, Alaska
53.75,-168.5,82354, Alaska
53.75,-165.5,82355, Alaska
53.75,-165.25,82356, Alaska
53.5,-169.25,82357, Alaska
53.5,-169,82358, Alaska
53.5,-165.75,82359, Alaska
53.25,-172.25,82360, Alaska
53.25,-172.5,82361, Alaska
53.25,-172.75,82362, Alaska
53.25,-173,82363, Alaska
53.25,-170.25,82364, Alaska
53.25,-170,82365, Alaska
53.25,-169.75,82366, Alaska
53.25,-166.25,82367, Alaska
53.25,-166,82368, Alaska
53,-172.25,82369, Alaska
53,-172.5,82370, Alaska
53.25,-173.25,82371, Alaska
53,-173.5,82372, Alaska
53,-173.75,82373, Alaska
53,-174,82374, Alaska
53,-174.25,82375, Alaska
53,-171.5,82376, Alaska
53,-171.25,82377, Alaska
53,-170.5,82378, Alaska
53,-167.75,82379, Alaska
53,-167.5,82380, Alaska
53,-167.25,82381, Alaska
53,-167,82382, Alaska
53,-166.75,82383, Alaska
53,-166.5,82384, Alaska
52.75,-172.5,82385, Alaska
52.5,-172.75,82386, Alaska
52.5,-173,82387, Alaska
52.75,-173.25,82388, Alaska
52.75,-174.25,82389, Alaska
52.75,-174.5,82390, Alaska
52.75,-174.25,82391, Alaska
52.75,-174,82392, Alaska
52.75,-171.75,82393, Alaska
52.75,-171,82394, Alaska
52.75,-168.25,82395, Alaska
52.75,-168,82396, Alaska
52.75,-167.75,82397, Alaska
52.5,-173.25,82398, Alaska
52.5,-174.25,82399, Alaska
52.5,-176,82400, Alaska
52.5,-175,82401, Alaska
52.5,-173.75,82402, Alaska
52.5,-173.5,82403, Alaska
52.5,-173.25,82404, Alaska
52.5,-173,82405, Alaska
52.5,-172.75,82406, Alaska
52.5,-172.5,82407, Alaska
52.5,-172.25,82408, Alaska
52.5,-169.25,82409, Alaska
52.5,-169,82410, Alaska
52.5,-168.75,82411, Alaska
52.5,-168.5,82412, Alaska
52.5,-168.25,82413, Alaska
52.25,-173.25,82414, Alaska
52.25,-173.5,82415, Alaska
52,-173.75,82416, Alaska
52.25,-174,82417, Alaska
52.25,-177,82418, Alaska
52.25,-176.75,82419, Alaska
52.25,-176.5,82420, Alaska
52.25,-175.75,82421, Alaska
52.25,-175.5,82422, Alaska
52.25,-175.25,82423, Alaska
52.25,-171,82424, Alaska
52.25,-170.75,82425, Alaska
52.25,-170.5,82426, Alaska
52.25,-170,82427, Alaska
52.25,-169.5,82428, Alaska
52,-178,82429, Alaska
52,-178.75,82430, Alaska
52.25,-179.5,82431, Alaska
52,-179.75,82432, Alaska
52,-179,82433, Alaska
52,-178.25,82434, Alaska
52,-178,82435, Alaska
52,-177.75,82436, Alaska
52,-177.5,82437, Alaska
51.75,-174.25,82438, Alaska
51.75,-173.75,82439, Alaska
51.75,-173.25,82440, Alaska
52,-172.5,82441, Alaska
52,-172,82442, Alaska
52,-171.5,82443, Alaska
52,-171.25,82444, Alaska
51.75,-175.75,82445, Alaska
51.75,-175.5,82446, Alaska
51.75,-175.25,82447, Alaska
51.75,-175,82448, Alaska
51.75,-174.75,82449, Alaska
51.75,-174.5,82450, Alaska
51.5,-177.75,82451, Alaska
51.5,-178.25,82452, Alaska
51.5,-178.25,82453, Alaska
51.5,-178,82454, Alaska
51.5,-177.75,82455, Alaska
51.5,-177.5,82456, Alaska
51.5,-176,82457, Alaska
51.25,-178.75,82458, Alaska
51,-179.25,82459, Alaska
51.25,-179.75,82460, Alaska
51.25,-179.75,82461, Alaska
51,-179.25,82462, Alaska
51.25,-178.75,82463, Alaska
51.25,-177.25,82464, Alaska
51.25,-177,82465, Alaska
51.25,-176.75,82466, Alaska
51.25,-176.5,82467, Alaska
51.25,-176.25,82468, Alaska
51.25,-176,82469, Alaska
41.68,-87.2,94001,LakeMichigan
41.68,-87.24,94002,LakeMichigan
41.68,-87.28,94003,LakeMichigan
41.68,-87.32,94004,LakeMichigan
41.68,-87.36,94005,LakeMichigan
41.72,-87.36,94006,LakeMichigan
41.72,-87.4,94007,LakeMichigan
41.72,-87.44,94008,LakeMichigan
41.76,-87.44,94009,LakeMichigan
41.76,-87.48,94010,LakeMichigan
41.8,-87.48,94011,LakeMichigan
41.8,-87.52,94012,LakeMichigan
41.84,-87.52,94013,LakeMichigan
41.88,-87.52,94014,LakeMichigan
41.88,-87.56,94015,LakeMichigan
41.92,-87.56,94016,LakeMichigan
41.96,-87.56,94017,LakeMichigan
42,-87.56,94018,LakeMichigan
42.04,-87.56,94019,LakeMichigan
42.04,-87.6,94020,LakeMichigan
42.08,-87.6,94021,LakeMichigan
42.12,-87.6,94022,LakeMichigan
42.12,-87.64,94023,LakeMichigan
42.16,-87.64,94024,LakeMichigan
42.16,-87.68,94025,LakeMichigan
42.2,-87.68,94026,LakeMichigan
